"58402","Kenneth Wannberg","music editor (as Ken Wannberg)"
"58403","William C. Carruth","(as William Carruth)"
"58404","Peter Bogdanovich",NULL
"58405","W.D. Richter",NULL
"58406","Sandy Berke Jordan","wardrobe (as Sandra Burke)"
"58407","Norman Salling","wardrobe"
"58408","Rita Abrams","choreographer"
"58409","Neil Canton","production assistant"
"58410","Daniel J. Heffner","production assistant"
"58411","Stevie Myers","head wrangler"
"58412","Grant Olson","craft service"
"58413","Marge Rowland","production secretary"
"58414","Charles A. Tamburro","helicopter pilot"
"58415","Lois Thurman","script supervisor"
"58416","Robert Weatherwax","dog trainer"
"58417","Mae Woods","assistant to director"
"58418","Joe Amsler","stand-in: Ryan O'Neal (uncredited)"
"58419","Richmond L. Aguilar","gaffer (as Richmond Aguilar)"
"58420","Rick Borchardt","dolly grip"
"58421","Bobby Byrne","camera operator"
"58422","Paul Caven","best boy"
"58423","Leonard Lookabaugh","key grip (as Len Lookabaugh)"
"58424","Steve Stafford","assistant camera"
"58425","Ted T. Sugura","assistant camera (as Ted Suguira)"
"58426","Joseph E. Thibo","assistant camera (as Joe Thibo)"
"58427","Laszlo Kovacs",NULL
"58428","Richard Hazard",NULL
"58429","Stephen Lim","second assistant director (as Steve Lim)"
"58430","Jack Frost Sanders","assistant director (as Jack Sanders)"
"58431","Arne Schmidt","second assistant director"
"58432","Richard Burrow","sound editor"
"58433","Michael Colgan","sound editor"
"58434","Morris Feingold","boom operator"
"58435","Les Fresholtz","sound re-recording mixer"
"58436","Glen Lambert","boom operator"
"58437","Michael Minkler","sound re-recording mixer"
"58438","Arthur Piantadosi","sound re-recording mixer"
"58439","Kay Rose","sound editor"
"58440","Victoria Rose Sampson","sound editor (as Vickie Sampson)"
"58441","Barry Thomas","production sound"
"58442","Morton Tubor","sound editor (as Mort Tubor)"
"58443","Richard Berger",NULL
"58444","Robert Chartoff","producer"
"58445","Frank Marshall","producer"
"58446","Irwin Winkler","producer"
"58447","Theadora Van Runkle",NULL
"58448","Cliff Wenger","special effects"
"58449","Joe Amsler","stunts"
"58450","Julie Ann Johnson","stunts"
"58451","Hal Needham","stunt coordinator / stunts"
"58452","Ron Stein","stunts"
"58453","Charles A. Tamburro","stunts (as Charles Tamburro)"
"58454","Alan Gibbs","stunts (uncredited)"
"58455","Bill Lindemann","assistant film editor"
"58456","Mel Dellar","production manager"
"58457","Tom Ellingwood","makeup artist"
"58458","Ruby Ford","hair stylist"
"58459","Marlene D. Williams","hair stylist (as Marlene Williams)"
"58460","John Barton","set dresser"
"58461","Carl Hanson","set dresser"
"58462","Bob Lawless","painter"
"58463","Max Miller","prop person"
"58464","Ed Shanley","construction coordinator"
"58465","George Tours","lead man"
"58466","Richard Valesko","property master"
"58467","Dean Wilson","prop person"
"58468","Peter Bogdanovich",NULL
"58469","David Silvera",NULL
"58470","Allan Dwan","special thanks"
"58471","Raoul Walsh","special thanks"
"58472","James D. Brubaker","transportation coordinator (as James Brubaker)"
"58473","Lynn Stalmaster",NULL
"58474","Spirit",NULL
"58475","John M. Poer","dga trainee"
"58476","Herb Willis","assistant director"
"58477","Walter Thompson",NULL
"58478","Les Fresholtz","sound"
"58479","Arthur Piantadosi","sound"
"58480","Charles J. Rice","sound supervisor"
"58481","Jacques Demy","(writer)"
"58482","Carole Eastman","(english dialogue)"
"58483","Ralph James Hall","music editor (as Ralph Hall)"
"58484","Marty Paich","conductor"
"58485","Jacques Demy","producer"
"58486","Shirley Ulmer","script supervisor"
"58487","Jacques Demy",NULL
"58488","Antony Mondello",NULL
"58489","Gene Ashman",NULL
"58490","Rita Riggs",NULL
"58491","Kenneth A. Reid",NULL
"58492","Michel Hugo",NULL
"58493","Ben Lane","makeup supervisor"
"58494","Carrie White","hair stylist"
"58495","Donald Harris","music editor"
"58496","Arthur Morton","orchestrator"
"58497","Dan Wallin","music scoring mixer"
"58498","Les Fresholtz","re-scoring mixer (uncredited)"
"58499","Arthur Piantadosi","re-scoring mixer (uncredited)"
"58500","Harold F. Kress",NULL
"58501","Arthur Herzog III","(novel) (as Arthur Herzog)"
"58502","Stirling Silliphant","(screenplay)"
"58503","Irwin Allen",NULL
"58504","Nancy Claycomb","production secretary"
"58505","Al Gail","production executive"
"58506","Ron Gruchy","air force coordinator (as Major Ron Gruchy)"
"58507","Tony Habeeb","publicist"
"58508","Ken Harris","technical advisor: bee"
"58509","Fred Hesper","technical advisor: bee"
"58510","George Leslie","cost controller"
"58511","Steven Marlo","dialogue coach"
"58512","Sidney Marshall","production executive"
"58513","Julie Pitkanen","script supervisor"
"58514","Sheridan Dar Reid","location manager (as Sheridan Reid)"
"58515","Bill Ryan","electronic foreman"
"58516","Art Volpert","executive assistant to producer"
"58517","Mike Benson","camera operator"
"58518","Hal Landaker","video supervisor"
"58519","John Monte","still photographer"
"58520","Edward Morey III","assistant cameraman (as Ed Morey III)"
"58521","Bill Ryan","electronics foreman"
"58522","Gene Stout","gaffer"
"58523","Bob Apger","assistant camera (uncredited)"
"58524","Richard Barth","assistant camera (uncredited)"
"58525","John Murray","key grip (uncredited)"
"58526","Victor Nikaido","assistant camera (uncredited)"
"58527","Gordon Paschal","assistant camera (uncredited)"
"58528","Serge Poupis","assistant camera: second unit (uncredited)"
"58529","Lance Williams","assistant camera (uncredited)"
"58530","Bill Young","grip (uncredited)"
"58531","Stan Jolley",NULL
"58532","Fred J. Koenekamp","director of photography"
"58533","Jerry Goldsmith",NULL
"58534","Herb Adelman","second assistant director: trainee"
"58535","Mike Salamunovich","assistant director"
"58536","Skip Surguine","second assistant director"
"58537","Les Fresholtz","re-recording mixer"
"58538","Herman Lewis","production mixer"
"58539","Michael Minkler","sound re-recording mixer"
"58540","Arthur Piantadosi","re-recording mixer"
"58541","Allan R. Potter","sound editor"
"58542","Robert Gravenor","sound mixer (uncredited)"
"58543","Jerry Jacobson","adr editor (uncredited)"
"58544","Irwin Allen","producer"
"58545","Paul Zastupnevich","(costumes designed by)"
"58546","Howard Jensen","special effects"
"58547","Paul Stader","stunt coordinator"
"58548","Brian J. Williams","stunt performer"
"58549","Greg Anderson","stunts (uncredited)"
"58550","Mickey Caruso","stunts (uncredited)"
"58551","Marneen Fields","stunts (uncredited)"
"58552","Lila Finn","stunts (uncredited)"
"58553","Chuck Hayward","stunts (uncredited)"
"58554","Larry Holt","stunt performer (uncredited)"
"58555","Loren Janes","stunts (uncredited)"
"58556","Mike Johnson","stunts (uncredited)"
"58557","Mags Kavanaugh","utility stunts (uncredited)"
"58558","Hubie Kerns Jr.","stunts (uncredited)"
"58559","John Moio","stunt performer (uncredited)"
"58560","John Nowak","stunts (uncredited)"
"58561","Ernie F. Orsatti","stunts (uncredited)"
"58562","Paul Stader","stunts (uncredited)"
"58563","Donah Bassett","negative cutting"
"58564","Tim Board","assistant film editor"
"58565","Norman A. Cook","production manager"
"58566","George E. Swink","post-production supervisor"
"58567","Ruby Ford","hair stylist"
"58568","Tony Lloyd","makeup artist"
"58569","Ralph Aubert","property master"
"58570","Tom Cranham","production illustrator"
"58571","Harold Fuhrman","set designer"
"58572","Alfred M. Kemper","set designer"
"58573","Joseph Musso","production illustrator"
"58574","William O'Brien","assistant art director"
"58575","Irwin 'Eppy' Epstein","drapery (uncredited)"
"58576","L.B. Abbott","special photographic effects"
"58577","George D. Dodge","visual effects (uncredited)"
"58578","Harold E. Wellman","process photography (uncredited)"
"58579","Stuart A. Reiss","(as Stuart Reiss)"
"58580","Jack Baur",NULL
"58581","Jerry Goldsmith",NULL
"58582","Barry Beckerman","(written by)"
"58583","Walter Thompson",NULL
"58584","Christopher Newman","sound mixer"
"58585","Arthur Piantadosi","sound re-recordist"
"58586","William Laubender","assistant editor"
"58587","Ted Zachary","assistant director"
"58588","George Newman","wardrobe"
"58589","Jim Di Gangi","associate producer (as Jim DiGangi)"
"58590","Robert Weitman","producer (as Robert M. Weitman)"
"58591","Harve Brosten","assistant to director / assistant to producer"
"58592","Maury Nemoy","title designer"
"58593","Frances Wolf Newman","production office coordinator"
"58594","Barbara Robinson","script supervisor"
"58595","Howard Newman","unit publicist (uncredited)"
"58596","Buzz Kulik",NULL
"58597","Philip Rosenberg",NULL
"58598","Edward Stewart",NULL
"58599","Frank L. Thompson","(as Frank Thompson)"
"58600","Richard Quinlan","gaffer"
"58601","Ed Quinn","grip"
"58602","Victor J. Kemper","director of photography"
"58603","Glenn R. Wilder","stunt coordinator (as Glenn Wilder)"
"58604","James M. Halty","stunts (uncredited)"
"58605","Charlie Picerni","stunt double: Burt Reynolds (uncredited)"
"58606","Alex Stevens","stunts (uncredited)"
"58607","Colleen Callaghan","hair stylist (as Coleen Callaghan)"
"58608","Vincent Callaghan","makeup artist"
"58609","Vic Ramos","extras casting"
"58610","Toots Thielemans","musician: harmonica solo"
"58611","Stan Witt","music editor (uncredited)"
"58612","Edward A. Biery",NULL
"58613","Ernest Kinoy",NULL
"58614","Ermon Sessions","wardrobe (as Ermon Session)"
"58615","Aida Swinson","wardrobe"
"58616","Guy C. Verhille","costumer (as Guy Verhille)"
"58617","Malcolm Atterbury Jr.","continuity supervisor"
"58618","Mickey Chonos","cuisiner"
"58619","Vince Martinez","location auditor"
"58620","Jake McKinney","publicist"
"58621","James Pike","craft service"
"58622","Leo Yates","location coordinator"
"58623","John Dolan","projectionist (uncredited)"
"58624","James Donnaldson","zoological specialist (uncredited)"
"58625","Terry McNeely","assistant: Sidney Poitier (uncredited)"
"58626","Shirley Spangler","secretary: Joel Glickman (uncredited)"
"58627","Esperanza Vasquez","intern (uncredited) / script girl (uncredited)"
"58628","Robert E. Gaynor","grip (as Bob Gaynor)"
"58629","William W. Gillohm","still photographer"
"58630","Joe Jackman","camera operator"
"58631","Bill Johnson","camera operator"
"58632","John Livesley","key grip"
"58633","George H. Merhoff","gaffer"
"58634","Anthony Pistone","electrician (as Tony Pistone)"
"58635","Paul M. Pollard","assistant camera (as Paul Pollard)"
"58636","Harold Rabuse","grip"
"58637","Eugene Simpson","electrician (as Gene Simpson)"
"58638","Bradley B. Six","assistant camera (as Brad Six)"
"58639","Joseph M. Wilcots","assistant camera (as Joe Wilcots)"
"58640","Eddie Willis","grip"
"58641","Sidney Ray Baldwin","camera intern (uncredited)"
"58642","Gerald Perry Finnerman",NULL
"58643","Quincy Jones",NULL
"58644","Charles Washburn","second assistant director"
"58645","William Crain","intern director (uncredited)"
"58646","Gene S. Cantamessa","boom operator"
"58647","Arthur Piantadosi","dubbing mixer (as Arturo Piantadosi)"
"58648","William Randall","sound mixer"
"58649","Eddie Trujillo","sound intern (uncredited)"
"58650","Albert Brenner","(as Al Brenner)"
"58651","Bruce Petty","transportation"
"58652","Joel Glickman","producer"
"58653","Sidney Poitier","executive producer (uncredited)"
"58654","Guy C. Verhille",NULL
"58655","Geza Gaspar","special effects"
"58656","Garner M.J. Morris","assistant film editor"
"58657","Jason Starks","intern editor (uncredited)"
"58658","Herb Wallerstein","unit production manager"
"58659","Al Fleming","makeup artist"
"58660","Edward Aiona","assistant propman (as Eddie Aiona)"
"58661","John Anderson","lead man"
"58662","Ernie Phillips","scenic artist"
"58663","Hank Stonecipher","construction chief (as Henry Stonecipher)"
"58664","George Tuers","lead man"
"58665","Richard Valesko","property master (as Richie Valesko)"
"58666","James Goldstone",NULL
"58667","Audrey A. Blasdel",NULL
"58668","Billy Gordon",NULL
"58669","Jim Henrikson","music editor"
"58670","Francesca Emerson","assistant music editor (uncredited)"
"58671","Dan Wallin","score mixer (uncredited)"
"58672","David Rawlins",NULL
"58673","Stanzi Stokes","assistant casting (as Stanzi Foster)"
"58674","Mike Gray","(written by) &"
"58675","T.S. Cook","(written by) and"
"58676","James Bridges","(written by)"
"58677","Aggie Guerard Rodgers","costumer: ladies (as Agnes Rodgers)"
"58678","Eddie Marks","costumer: men (as Edward Marks)"
"58679","James Bridges",NULL
"58680","Marty P. Ewing","production assistant (as Marty Ewing)"
"58681","Debbie Getlin","assistant: Mr. Bridges (as Deborah Getlin)"
"58682","Richard Holley","helicopter pilot (as Rick Holley)"
"58683","Alan Kaul","technical advisor: news"
"58684","Ronnie Kramer","production secretary"
"58685","Doe Mayer","video sequences designer"
"58686","Ramon Pahoyo","craft service (as Ramone Pahoyo)"
"58687","Eileen Peterson","publicist"
"58688","Ken Ryan","production auditor (as Kenneth Ryan)"
"58689","Marshall Schlom","script supervisor"
"58690","Gayle Simon","researcher"
"58691","Teddy Stewart","researcher"
"58692","Douglas E. Stoll","location manager (as Douglas Stoll)"
"58693","Richard Thomason","helicopter pilot"
"58694","David Arntzen","production assistant (uncredited)"
"58695","Blanche Bisbing","assistant auditor (uncredited)"
"58696","Dale Bridenbaugh","nuclear technical advisor: MHB Technical Associates (uncredited)"
"58697","Ron Eisenman","first aid (uncredited)"
"58698","Karina Goodman","production assistant (uncredited)"
"58699","Richard Hubbard","nuclear technical advisor: MHB Technical Associates (uncredited)"
"58700","Eileen McGuire","accounting assistant (uncredited)"
"58701","Gregory Minor","nuclear technical advisor: MHB Technical Associates (uncredited)"
"58702","Francesca Rivieri","assistant to executive producer (uncredited)"
"58703","James O. Blair","gaffer (as James Blair)"
"58704","Robert Duggan","best boy grip"
"58705","Robert Isenberg","camera assistant (as Bob Isenberg)"
"58706","Hal Landaker","video consultant"
"58707","Tom Prophet Jr.","key grip"
"58708","Daryl Smith","best boy electric"
"58709","Peter Sorel","still photographer"
"58710","Mike Sweeten","camera operator"
"58711","Reynaldo Villalobos","second camera (as Ray Villalobos)"
"58712","John Szajner","second camera assistant (uncredited)"
"58713","George Jenkins",NULL
"58714","James Crabe","director of photography"
"58715","Kim Kurumada","first assistant director"
"58716","Barrie M. Osborne","second assistant director (as Barrie Osborne)"
"58717","Joel Chernoff","second unit director (uncredited)"
"58718","Fred J. Brown","sound effects editor (as Fred Brown)"
"58719","Willie D. Burton","sound mixer (as Willie Burton)"
"58720","Gene Corso","sound effects editor"
"58721","Les Fresholtz","re-recording mixer (as Lester Fresholtz)"
"58722","Marvin E. Lewis","boom man (as Marvin Lewis)"
"58723","Mary McGlone","sound effects editor"
